index,surface,age,ace,df,svpt,svGms,bpSaved,bpFaced,result,1stIn(%),1stWon(%),2ndWon(%)
6418,Hard,29,8,4,105,16,6,9,1,55,66,63
6419,Clay,20.9,2,0,61,10,1,3,1,51,58,70
6420,Hard,24.4,3,6,76,11,1,2,1,57,79,59
6421,Hard,29.2,6,2,66,11,4,7,0,48,81,50
6422,Clay,23.9,0,4,59,10,2,5,1,64,66,65
6423,Clay,23.6,9,1,80,12,3,3,0,60,77,68
6424,Hard,21.5,9,2,75,14,5,6,1,67,84,70
6425,Carpet,26.9,2,4,85,11,6,7,0,66,64,68
6426,Hard,23.7,10,10,110,17,8,10,1,54,81,61
6427,Clay,25.3,5,4,162,25,8,12,1,65,71,57
6428,Clay,24.8,3,0,67,11,3,6,1,72,73,37
6429,Hard,30,4,5,88,14,3,6,0,57,76,52
6430,Hard,23,3,1,82,14,2,4,1,68,75,56
6431,Hard,29.2,7,4,68,11,4,6,0,59,78,54
6432,Hard,24.5,1,1,75,13,2,8,0,63,51,52
6433,Clay,26.3,4,2,53,10,2,4,1,62,76,56
6434,Grass,28.2,19,2,75,15,1,1,1,77,90,60
6435,Hard,23.8,13,4,97,13,9,11,0,47,76,55
6436,Clay,22.3,8,3,75,11,3,5,0,69,67,65
6437,Hard,21.2,14,5,110,16,8,9,1,55,80,64
6438,Hard,29.3,3,0,79,11,6,8,0,70,62,50
6439,Clay,20.9,0,2,61,8,5,9,0,44,52,50
6440,Hard,26,8,5,155,23,10,18,0,57,56,60
6441,Hard,29.8,3,1,175,26,15,22,0,80,60,56
6442,Clay,21.4,16,8,104,16,1,7,1,64,75,45
6443,Hard,31.6,5,3,58,9,3,7,0,64,62,44
6444,Hard,26.4,11,5,90,11,6,8,1,52,79,45
6445,Grass,26.4,8,1,86,16,3,5,1,59,86,53
6446,Hard,28.5,5,1,86,14,6,10,1,70,62,72
6447,Grass,23.7,7,2,94,17,3,6,0,57,78,58
6448,Hard,27.3,17,2,104,17,7,8,1,55,77,69
6449,Hard,22.4,6,1,56,10,4,9,0,59,64,36
6450,Grass,22.7,10,3,115,18,10,15,0,61,66,57
6451,Hard,19.5,6,1,122,19,5,8,1,69,64,73
6452,Clay,23,1,2,72,10,5,7,1,64,65,54
6453,Clay,21,3,0,45,9,1,1,1,73,82,83
6454,Clay,32.7,2,0,70,10,7,10,0,71,64,40
6455,Grass,22.8,4,4,85,13,4,9,0,73,60,63
6456,Hard,34.3,1,0,76,10,10,14,0,66,60,42
6457,Grass,29.5,3,1,150,21,10,17,0,68,59,51
6458,Clay,25.6,3,2,92,15,4,6,1,60,71,63
6459,Hard,34.1,6,3,50,8,5,9,0,56,71,26
6460,Clay,33.3,2,3,99,14,8,15,0,51,60,41
6461,Grass,28.2,7,1,66,11,0,1,1,62,76,71
6462,Clay,24.3,9,2,84,10,7,7,1,56,72,57
6463,Hard,31.9,9,5,102,15,8,11,1,61,73,63
6464,Grass,20.7,10,4,93,16,5,9,0,59,73,53
6465,Clay,30,3,0,94,14,6,8,1,65,67,58
6466,Clay,25.2,3,3,55,8,3,3,1,58,84,55
6467,Hard,25.6,4,2,60,9,3,7,0,55,64,36
6468,Hard,27.5,28,4,129,22,2,4,1,68,82,62
6469,Clay,30.9,0,2,138,19,12,22,0,48,59,40
6470,Hard,27.1,14,1,65,11,5,5,1,54,91,66
6471,Hard,32.5,12,2,110,17,1,3,1,62,81,55
6472,Hard,31.8,2,4,53,8,1,5,0,60,66,29
6473,Clay,35.7,3,3,74,10,6,9,0,62,63,56
6474,Hard,28.1,9,5,125,18,5,11,0,62,71,38
6475,Grass,29.5,19,13,120,17,3,7,0,60,81,57
6476,Hard,24.9,3,0,58,10,0,0,1,57,76,80
6477,Clay,30.1,3,3,92,15,5,7,1,53,69,65
6478,Clay,27.7,7,2,84,16,0,1,1,54,80,73
6479,Clay,28.2,0,3,35,7,2,8,0,57,30,33
6480,Hard,31.1,6,4,71,11,2,5,0,68,73,74
6481,Clay,31.5,2,4,65,10,5,11,0,63,44,60
6482,Clay,25.7,3,4,76,9,8,13,0,54,54,52
6483,Hard,24.7,7,3,145,21,10,15,0,63,66,55
6484,Hard,27.2,11,3,94,14,11,15,0,56,75,39
6485,Hard,28.3,4,1,77,14,2,3,1,62,79,68
6486,Hard,26.1,5,2,77,10,5,7,0,61,57,64
6487,Hard,26.5,15,8,172,25,11,20,1,49,64,51
6488,Hard,30.8,7,3,65,11,2,5,0,58,71,54
6489,Hard,31.6,6,4,98,15,2,3,1,76,70,65
6490,Hard,19.3,4,1,64,11,0,1,1,58,84,62
6491,Clay,22.5,1,4,64,10,4,6,1,66,76,67
6492,Clay,21.9,11,3,114,16,13,16,0,60,66,60
6493,Hard,23.8,3,2,67,9,2,2,1,63,71,65
6494,Hard,25,5,1,65,11,2,4,1,69,73,74
6495,Clay,31.9,7,1,63,10,7,11,0,60,66,33
6496,Hard,21.2,3,5,93,10,9,13,0,56,62,53
6497,Clay,25.4,8,2,86,15,3,6,1,57,76,57
6498,Hard,28.9,1,1,50,8,4,9,0,80,48,33
6499,Clay,23.3,5,1,67,12,2,3,1,82,71,82
6500,Hard,28.8,12,2,154,25,9,11,1,67,70,69
6501,Hard,21.4,5,6,114,20,2,7,0,67,68,75
6502,Clay,30.7,2,3,86,14,3,4,1,72,74,62
6503,Clay,27.4,7,0,85,15,3,6,0,73,71,70
6504,Hard,32.5,1,3,60,9,3,5,0,43,65,65
6505,Clay,25.8,5,2,58,8,9,13,0,47,59,38
6506,Hard,25.3,4,10,61,12,3,7,0,38,78,64
6507,Clay,24.6,2,1,58,8,5,9,0,66,63,32
6508,Hard,35,5,2,68,10,5,8,1,40,67,59
6509,Clay,35.1,3,1,58,10,1,4,0,55,62,56
6510,Hard,22.6,14,6,94,16,5,7,1,59,80,70
6511,Hard,35.9,0,1,79,14,4,7,0,59,70,68
6512,Hard,24.7,8,3,98,16,4,8,0,50,69,59
6513,Hard,26.3,20,0,85,15,2,2,1,68,86,59
6514,Clay,28.1,3,1,47,8,1,1,1,55,85,60
6515,Hard,29.5,5,0,100,15,8,9,1,77,77,35
6516,Hard,32.1,8,1,83,14,3,5,0,75,71,55
6517,Clay,27,0,1,61,9,0,4,0,57,49,64
6518,Clay,19.4,5,5,89,11,7,12,0,57,57,48
6519,Clay,30.8,1,3,57,8,11,16,0,56,56,41
6520,Carpet,27.9,7,2,41,9,0,0,1,56,96,88
6521,Clay,28.7,4,5,45,8,1,4,0,62,68,42
6522,Clay,28.1,0,0,57,9,2,8,0,67,37,58
6523,Hard,31.4,7,1,66,12,1,4,1,65,74,36
6524,Grass,31.9,2,2,71,11,4,8,0,80,61,42
6525,Clay,34.3,9,2,62,10,4,6,0,65,72,50
6526,Grass,24.3,4,4,143,22,3,7,0,65,70,61
6527,Hard,30.9,8,5,140,22,14,17,1,57,71,62
6528,Hard,23.8,12,2,79,13,1,1,1,66,87,48
6529,Hard,22.4,4,7,73,13,5,10,0,47,68,50
6530,Grass,32.3,5,1,54,10,0,0,1,59,84,67
6531,Hard,24.6,6,8,79,9,8,11,0,49,72,41
6532,Hard,19,12,4,70,13,3,5,0,63,82,55
6533,Clay,22.2,0,3,107,16,3,4,1,64,69,69
6534,Clay,23.5,0,1,87,13,2,6,1,68,66,41
6535,Hard,32.9,2,2,71,9,5,8,0,66,70,41
6536,Hard,33.7,1,6,60,7,4,9,0,58,49,53
6537,Hard,32.5,3,1,53,8,4,7,0,64,71,33
6538,Hard,28.5,2,3,85,11,7,12,0,55,62,46
6539,Grass,21.1,9,1,63,13,0,0,1,68,93,68
6540,Hard,26.3,15,4,60,11,1,2,1,55,91,74
6541,Hard,18.5,2,6,78,11,7,9,0,58,76,48
6542,Hard,26.2,5,1,117,16,9,12,1,59,70,49
6543,Clay,27.9,4,1,75,11,6,10,0,63,64,44
6544,Hard,36.1,10,6,79,11,3,4,1,58,76,70
6545,Hard,30.8,4,1,78,13,7,8,1,62,79,55
6546,Clay,29.2,3,3,64,10,5,8,0,50,72,55
6547,Hard,25.8,6,6,95,14,4,11,0,71,61,45
6548,Clay,20.2,3,3,103,15,6,8,1,62,73,56
6549,Clay,30.1,3,1,57,9,1,2,1,68,69,65
6550,Clay,24,0,5,65,9,3,11,0,48,32,45
6551,Clay,26.5,5,3,68,10,4,8,0,46,71,44
6552,Hard,26.7,0,5,67,10,6,7,1,55,78,60
6553,Clay,26.7,5,4,85,15,1,2,1,66,79,84
6554,Clay,25.6,0,3,55,9,0,0,1,73,75,67
6555,Clay,27.9,3,5,90,15,5,8,1,54,69,67
6556,Hard,24.5,8,5,70,11,3,7,0,53,81,43
6557,Carpet,24.4,1,3,77,14,2,6,0,62,60,65
6558,Hard,25,3,0,57,8,2,3,1,61,74,50
6559,Hard,22.3,7,1,63,9,4,4,1,60,79,58
6560,Hard,24.1,5,1,66,12,3,4,1,59,69,73
6561,Clay,20.1,0,6,82,14,5,13,0,56,46,57
6562,Carpet,26.3,21,2,62,11,0,0,1,73,84,73
6563,Hard,30,1,4,77,12,0,2,0,64,80,54
6564,Grass,24.7,3,4,45,8,1,5,0,56,60,56
6565,Hard,33.6,3,1,77,11,7,12,0,55,71,26
6566,Clay,26.3,2,1,39,7,1,1,1,59,83,73
6567,Hard,25.5,6,5,76,11,3,3,1,63,73,74
6568,Hard,23.9,1,4,88,12,7,16,0,60,51,32
6569,Grass,20.9,3,8,97,14,7,11,0,65,59,58
6570,Hard,27.1,2,0,68,10,4,5,1,68,72,55
6571,Hard,21.9,17,3,57,11,0,0,1,60,97,80
6572,Clay,22.2,7,2,67,10,1,2,1,58,77,58
6573,Clay,24,0,1,90,13,8,8,1,79,68,72
6574,Hard,25,0,2,64,11,1,2,1,56,69,88
6575,Hard,27.3,6,7,115,19,8,15,0,70,61,54
6576,Hard,30,6,0,60,9,3,4,1,67,70,60
6577,Grass,26,7,4,143,25,5,8,1,67,76,67
6578,Grass,23.1,23,7,130,22,3,5,0,61,82,64
6579,Hard,31.5,12,2,77,14,0,2,1,69,79,59
6580,Carpet,23.3,10,3,76,14,1,3,0,59,80,54
6581,Clay,19.9,0,6,96,9,9,14,0,53,59,41
6582,Hard,26.7,21,10,90,14,6,6,1,50,89,66
6583,Hard,24,14,0,108,15,10,12,0,69,69,53
6584,Clay,26.5,1,3,107,15,6,10,1,72,66,48
6585,Clay,22.1,2,2,103,14,6,10,0,62,64,49
6586,Hard,28.9,4,4,82,11,7,10,0,65,66,48
6587,Hard,28.7,5,5,95,14,3,5,0,62,69,68
6588,Hard,28,6,3,76,12,1,4,1,55,81,45
6589,Hard,22.8,9,5,55,9,0,0,1,53,76,76
6590,Hard,26,4,2,42,8,0,2,1,55,65,76
6591,Clay,27.8,2,4,52,9,4,7,0,46,79,54
6592,Hard,26.5,7,2,50,8,5,8,0,58,69,42
6593,Hard,36.6,4,1,65,11,1,3,1,57,70,59
6594,Clay,27.2,3,6,50,8,4,5,1,54,78,71
6595,Clay,19.8,2,7,84,14,3,5,1,57,88,52
6596,Grass,23.8,11,11,151,24,7,14,0,52,64,63
6597,Hard,27,14,7,93,12,0,2,1,51,94,44
6598,Clay,31.6,7,2,134,17,15,21,0,58,63,43
6599,Hard,29.6,6,4,70,13,0,3,1,64,80,48
6600,Hard,26.1,4,3,63,9,7,10,0,44,75,53
6601,Clay,28.4,4,9,61,10,2,4,0,51,81,57
6602,Clay,20.6,5,6,90,13,7,9,1,56,78,59
6603,Hard,32.5,6,3,52,9,3,3,1,52,85,73
6604,Clay,32,7,7,125,19,8,14,0,54,72,46
6605,Clay,29.1,5,5,182,26,15,22,0,59,69,46
6606,Clay,20.6,3,2,53,7,3,8,0,74,51,25
6607,Hard,27.6,8,0,70,12,0,1,1,71,80,70
6608,Clay,25.7,3,2,63,10,3,6,1,67,60,63
6609,Hard,18.4,2,3,52,9,2,6,0,60,71,39
6610,Clay,25.1,16,3,116,17,7,9,0,62,75,68
6611,Hard,29.5,14,4,91,15,1,4,0,56,80,39
6612,Hard,31.3,17,6,160,24,6,9,1,67,79,55
6613,Clay,33.1,3,0,49,8,2,3,1,65,78,41
6614,Grass,33,4,0,92,15,4,6,1,74,71,58
6615,Hard,24.4,7,2,92,14,3,8,0,54,74,38
6616,Clay,30.3,6,6,100,14,12,14,0,49,76,53
6617,Clay,24,12,2,77,13,3,5,1,58,87,47
6618,Hard,26.8,6,2,90,11,2,3,1,53,69,60
6619,Hard,28.8,16,1,64,10,1,3,0,70,76,39
6620,Carpet,22.9,14,0,74,13,4,5,1,64,81,52
6621,Clay,23.7,0,0,16,2,1,3,0,69,45,20
6622,Hard,33.2,1,2,61,9,6,9,0,59,64,48
6623,Clay,26.8,1,3,100,17,4,9,1,54,61,60
6624,Clay,22.7,2,0,67,11,2,4,1,66,77,52
6625,Hard,18.4,7,7,106,17,3,6,1,63,73,69
6626,Clay,23.8,8,5,65,11,2,4,1,43,89,62
6627,Grass,26.4,2,5,63,10,5,9,0,60,68,40
6628,Clay,32,1,0,67,9,5,7,0,72,67,42
6629,Hard,34.4,3,6,66,9,3,8,0,59,54,52
6630,Grass,26.1,0,6,109,14,6,11,0,60,65,58
6631,Hard,23.4,5,0,66,12,0,2,1,50,85,48
6632,Grass,23.1,5,3,47,9,0,0,1,64,90,71
6633,Hard,24.6,28,4,108,19,3,3,1,59,84,75
6634,Hard,32.1,3,1,62,10,2,4,1,69,65,56
6635,Clay,21.8,1,7,44,7,3,8,0,43,58,44
6636,Clay,28.1,12,2,75,11,2,2,1,56,86,52
6637,Grass,21.5,11,3,117,19,6,9,1,62,72,62
6638,Hard,28.5,8,5,64,9,3,3,1,44,86,68
6639,Clay,29.1,0,0,25,3,1,2,0,80,45,80
6640,Hard,22.7,11,2,93,15,8,12,1,63,73,44
6641,Hard,30.1,7,4,77,11,3,5,1,57,66,69
6642,Clay,25.5,5,9,78,10,8,12,0,42,73,47
6643,Hard,24.3,4,0,48,8,1,4,0,67,66,44
6644,Clay,31,9,8,84,12,4,5,0,52,86,56
6645,Clay,22.1,0,0,55,9,5,8,0,87,62,57
6646,Hard,25.5,5,4,85,11,5,7,0,48,68,57
6647,Hard,20.1,4,4,88,15,0,0,1,62,80,72
6648,Hard,21.7,2,0,4,1,0,0,1,25,100,100
6649,Hard,24.5,5,6,75,9,4,7,0,49,68,50
6650,Clay,27.4,1,1,135,22,8,11,0,63,71,61
6651,Clay,28.3,1,2,42,8,0,2,1,76,72,38
6652,Hard,22.7,3,0,61,11,1,3,0,75,74,67
6653,Grass,34.6,9,3,44,9,0,0,1,61,96,71
6654,Hard,27.2,3,7,39,8,0,4,0,54,71,27
6655,Hard,24.3,10,1,89,15,3,3,1,65,84,63
6656,Hard,30.5,3,1,50,9,0,0,1,66,79,69
6657,Hard,18.1,4,3,63,9,1,3,0,65,68,58
6658,Hard,23.7,6,3,64,10,5,8,0,59,76,30
6659,Grass,25,1,0,73,12,2,8,0,74,54,42
6660,Hard,31.8,2,5,73,12,5,8,0,63,63,64
6661,Grass,24.3,15,5,112,19,2,4,1,61,81,62
6662,Hard,26.2,9,4,67,10,7,10,0,57,71,36
6663,Carpet,28.1,2,3,79,10,4,6,0,51,68,58
6664,Clay,26,1,3,31,6,0,3,0,71,45,67
6665,Hard,20.6,6,5,88,15,3,9,0,61,61,48
6666,Hard,24,3,7,89,12,5,8,0,58,65,60
6667,Hard,22.2,1,1,54,9,3,6,0,76,59,67
6668,Hard,24.4,0,2,33,6,0,4,0,58,53,33
6669,Hard,26.8,12,2,57,8,7,7,1,68,79,50
6670,Clay,18.7,1,2,49,7,2,7,0,65,47,40
6671,Carpet,25.6,7,1,88,14,7,11,0,64,64,48
6672,Clay,30.6,7,2,87,15,3,4,1,52,80,72
6673,Clay,23.2,0,5,47,8,3,8,0,60,54,36
6674,Hard,26.1,5,2,88,14,5,9,0,62,65,52
6675,Clay,28.3,4,3,75,14,3,8,0,45,62,55
6676,Clay,20.9,8,3,105,16,5,10,0,63,71,42
6677,Clay,22.8,1,1,65,10,4,7,1,58,63,58
6678,Clay,24.6,8,4,92,13,10,14,0,63,67,43
6679,Clay,23.2,4,3,74,10,6,9,0,55,68,53
6680,Clay,32.3,1,3,72,12,3,8,1,67,52,67
6681,Grass,27.6,5,1,63,11,0,0,1,56,86,67
6682,Hard,26.1,6,3,96,15,6,10,0,68,68,50
6683,Grass,25.6,12,8,118,16,6,6,1,56,77,68
6684,Clay,22.4,3,1,52,8,4,5,1,69,72,47
6685,Hard,28.2,7,3,78,12,7,11,0,63,69,50
6686,Hard,29.8,6,4,96,14,9,14,0,51,71,47
6687,Hard,20.1,2,5,58,8,4,8,0,52,57,57
6688,Grass,23,9,3,88,13,10,13,0,51,69,57
6689,Hard,25.1,14,7,172,23,23,29,0,53,67,56
6690,Hard,30.9,6,2,76,12,1,3,0,55,67,69
6691,Hard,20.9,3,11,85,15,2,6,0,53,76,62
6692,Hard,27.7,7,3,105,15,11,15,0,62,66,54
6693,Carpet,21.6,14,2,84,16,1,2,1,49,85,71
6694,Hard,25.7,2,2,60,10,2,3,1,68,78,71
6695,Hard,27.6,10,1,80,11,5,6,1,57,83,52
6696,Hard,19.8,13,1,66,11,3,3,1,68,80,75
6697,Hard,27.3,16,1,60,11,0,0,1,75,87,71
6698,Clay,28.8,3,3,85,14,4,10,0,60,59,52
6699,Clay,25.4,3,1,82,13,5,7,0,61,66,65
6700,Hard,32.3,5,3,106,17,1,5,1,69,68,60
6701,Hard,27.8,9,2,90,12,6,9,1,56,68,61
6702,Grass,22.3,0,1,47,7,7,12,0,62,38,47
6703,Clay,21.1,6,2,71,10,4,6,1,62,66,68
6704,Clay,30.3,6,2,85,14,4,9,0,64,61,66
6705,Hard,33.4,5,4,88,13,6,8,0,61,67,67
6706,Grass,25.7,3,10,63,10,2,5,0,48,73,61
6707,Hard,23.7,5,2,52,9,1,3,1,62,78,39
6708,Hard,22.5,4,6,95,14,6,8,1,46,70,64
6709,Clay,26.1,2,5,52,8,7,11,0,38,70,48
6710,Clay,22.3,3,1,89,13,7,9,1,71,60,64
6711,Clay,32.4,4,0,69,9,5,5,1,72,72,53
6712,Hard,29.5,2,2,64,11,2,2,1,81,77,60
6713,Hard,32.4,21,4,104,17,6,8,0,66,80,42
6714,Clay,28.7,7,9,125,15,9,15,0,55,67,47
6715,Hard,27.5,4,6,72,10,5,7,1,53,76,54
6716,Clay,31.2,1,1,97,15,2,6,0,61,66,54
6717,Hard,27.3,1,5,50,8,5,9,0,68,65,36
6718,Clay,33.4,1,1,56,9,3,6,0,61,65,52
6719,Hard,28.9,0,2,45,7,6,10,0,60,56,38
6720,Hard,27.4,2,4,79,12,5,9,0,70,60,65
6721,Hard,30,12,2,62,10,3,4,1,68,79,50
6722,Hard,26.2,1,4,63,8,4,9,0,57,58,39
6723,Grass,22.1,3,4,110,16,6,10,1,55,73,50
6724,Hard,32.3,9,1,41,7,3,3,1,61,84,60
6725,Hard,26.3,0,3,91,11,9,10,1,58,70,57
6726,Grass,20.5,10,4,106,17,3,4,1,55,78,66
6727,Hard,33.2,12,4,114,21,4,7,1,58,77,64
6728,Hard,21.1,10,6,96,15,1,4,0,56,76,67
6729,Hard,27,6,4,62,11,2,6,0,55,79,38
6730,Hard,33.3,7,1,59,10,1,2,1,75,80,57
6731,Hard,24.9,2,1,40,8,1,4,0,57,78,25
6732,Clay,31.3,3,2,42,8,0,0,1,74,84,78
6733,Hard,23,1,2,60,10,1,2,1,50,77,57
6734,Hard,31.7,11,3,85,11,5,8,0,60,71,42
6735,Hard,25.4,5,4,83,14,6,8,1,54,76,68
6736,Hard,24.4,4,3,104,15,7,11,1,61,60,61
6737,Clay,22.5,1,4,50,9,2,5,0,56,61,67
6738,Clay,21.8,10,1,106,15,5,6,0,75,71,60
6739,Hard,25.7,8,0,88,14,3,6,0,64,71,53
6740,Carpet,28.8,4,0,44,7,4,4,1,61,78,65
6741,Hard,24.4,5,0,56,10,1,2,1,70,74,65
6742,Clay,34.8,2,4,72,9,8,13,0,58,60,46
6743,Hard,28.7,17,2,130,19,8,9,1,58,77,64
6744,Hard,32.5,4,4,81,10,9,9,1,54,77,58
6745,Hard,24.2,12,2,67,9,5,6,1,54,83,45
6746,Hard,26.2,5,4,82,10,7,9,0,62,65,63
6747,Grass,31.1,0,2,57,12,0,1,1,70,82,80
6748,Clay,23.7,3,1,74,10,2,5,0,69,65,41
6749,Clay,27.9,4,2,41,9,0,2,0,59,71,87
6750,Hard,25.5,1,3,22,4,0,1,0,59,69,83
6751,Hard,26.1,8,4,60,9,5,5,1,65,82,53
6752,Grass,27.5,10,4,77,12,1,2,0,58,80,64
6753,Grass,17.9,9,2,107,17,3,3,1,56,78,64
6754,Hard,22.9,2,1,19,3,0,0,1,58,73,57
6755,Grass,31.1,4,5,91,15,4,8,0,58,64,58
6756,Grass,30.1,10,2,67,10,6,6,1,63,81,70
6757,Clay,32.8,0,0,64,11,6,9,0,67,72,38
6758,Clay,25.5,4,2,53,9,1,3,0,64,76,47
6759,Carpet,28,3,0,90,14,6,7,1,71,67,73
6760,Grass,29.8,3,2,72,11,5,8,0,60,72,44
6761,Hard,29.4,16,3,110,16,8,14,1,49,72,47
6762,Clay,26.2,2,1,83,11,4,5,1,51,83,45
6763,Clay,27.4,13,5,186,26,14,16,1,55,79,63
6764,Hard,25.1,1,1,66,11,7,9,0,55,78,59
6765,Hard,18.6,0,3,42,8,2,4,1,57,79,73
6766,Hard,24.2,10,2,101,16,0,2,1,47,74,65
6767,Hard,26.2,2,1,79,11,4,7,0,63,66,50
6768,Hard,21.7,7,5,108,16,5,13,0,45,69,41
6769,Hard,23.7,0,2,45,8,5,9,0,62,54,47
6770,Clay,26.4,7,7,100,15,8,11,1,67,78,42
6771,Clay,30,15,4,118,17,5,7,0,53,78,67
6772,Hard,25.5,5,4,70,11,6,7,1,51,83,67
6773,Hard,20.2,17,7,151,22,11,16,1,54,70,54
6774,Clay,23.8,5,1,65,11,1,2,1,57,76,63
6775,Hard,20.4,6,4,103,16,5,8,0,53,73,61
6776,Hard,23.5,14,4,182,26,15,21,0,64,65,57
6777,Clay,33.4,3,5,69,10,3,5,1,71,69,67
6778,Hard,23.2,5,1,115,17,7,10,1,57,74,55
6779,Hard,29.6,6,8,106,18,4,8,1,58,69,68
6780,Clay,20.8,2,8,120,16,9,12,0,79,63,59
6781,Hard,31,2,4,116,20,1,1,1,68,82,67
6782,Hard,24.8,7,0,93,16,3,4,0,57,79,68
6783,Hard,29,1,1,72,10,7,11,0,64,63,36
6784,Hard,22.7,5,0,75,15,0,2,1,75,73,79
6785,Hard,28.1,27,17,175,28,3,3,0,62,89,62
6786,Clay,24.1,7,4,66,8,3,3,1,52,79,61
6787,Clay,27.5,4,6,88,13,5,11,1,49,63,54
6788,Hard,24.2,5,2,86,15,2,6,0,60,69,62
6789,Hard,29.5,2,1,49,7,6,10,0,59,72,21
6790,Clay,22.4,4,1,48,9,0,0,1,60,90,67
6791,Clay,28,0,1,59,9,4,8,0,61,61,41
6792,Clay,27.7,13,6,107,19,3,4,1,53,88,64
6793,Clay,26.2,2,1,80,13,8,13,0,70,55,57
6794,Hard,23.3,11,8,96,15,4,9,0,64,62,63
6795,Hard,31.5,7,4,98,12,10,16,0,54,62,39
6796,Clay,27.5,0,2,59,9,5,9,0,58,62,48
6797,Hard,35.3,4,1,60,9,5,8,0,63,68,38
6798,Grass,29.7,13,2,44,9,1,1,1,68,90,83
6799,Clay,29,2,2,46,8,3,3,1,67,81,77
6800,Hard,20.2,6,3,65,9,8,8,1,65,74,70
6801,Clay,29.4,4,2,63,11,4,5,1,70,80,71
6802,Carpet,21.8,2,2,64,10,5,9,0,47,63,53
6803,Clay,27.6,6,4,85,14,5,9,0,66,66,52
6804,Clay,23,1,2,53,8,4,8,0,62,61,33
6805,Hard,27,3,1,57,10,4,6,1,58,73,57
6806,Hard,25.4,9,1,59,10,0,0,1,58,85,71
6807,Clay,25.8,0,2,82,14,4,8,1,73,62,60
6808,Grass,24.1,4,3,89,12,6,8,0,66,76,30
6809,Hard,18.6,4,3,94,15,4,6,1,72,74,52
6810,Hard,21.3,13,5,148,25,7,13,0,54,74,59
6811,Clay,22.8,3,3,48,9,2,4,1,56,78,67
6812,Hard,29.2,6,1,50,10,0,0,1,66,82,88
6813,Hard,30.3,10,3,113,19,6,12,0,63,70,44
6814,Clay,21.6,3,2,43,7,1,3,1,44,68,59
6815,Clay,22.8,2,2,78,11,7,7,1,59,76,70
6816,Hard,29,18,6,128,15,14,16,0,63,72,49
6817,Grass,23.4,5,2,76,12,3,3,1,64,73,72
6818,Clay,30.3,3,1,77,11,4,5,1,65,66,69
6819,Hard,17.2,2,4,82,14,3,3,1,56,80,72
6820,Hard,23,2,6,110,15,8,12,0,58,59,65
6821,Grass,30.9,4,6,114,16,8,13,1,67,61,62
6822,Hard,30.2,4,5,64,10,4,8,0,59,63,48
6823,Clay,33.2,8,3,96,16,7,11,1,65,66,65
6824,Hard,23.5,11,3,85,15,1,2,1,55,79,71
6825,Hard,32.6,0,2,31,5,0,1,1,55,71,50
6826,Grass,25.3,9,2,68,11,3,4,0,72,78,59
6827,Clay,28.5,1,4,52,8,5,10,0,46,50,46
6828,Hard,32.1,3,12,149,23,13,26,0,54,50,53
6829,Hard,31.6,13,8,95,14,8,14,1,47,78,43
6830,Hard,29.8,6,0,53,10,0,0,1,74,85,71
6831,Hard,25.3,7,12,90,15,4,8,0,49,73,71
6832,Clay,27.9,2,2,61,8,4,5,1,79,67,55
6833,Clay,28,3,4,63,9,8,13,0,52,67,38
6834,Clay,26.7,2,6,85,14,3,8,1,54,65,64
6835,Hard,21.3,14,0,103,17,2,4,0,61,73,68
6836,Hard,22,11,6,59,10,1,2,0,64,79,73
6837,Clay,27.1,1,1,41,8,1,6,0,68,54,33
6838,Hard,32.5,2,4,62,9,5,9,0,32,65,53
6839,Hard,18.5,4,1,48,9,0,0,1,46,91,72
6840,Grass,24.5,56,17,218,35,11,13,0,59,84,74
6841,Hard,24.2,15,1,79,14,2,3,1,57,82,64
6842,Hard,28.7,3,5,75,13,4,9,0,56,64,54
6843,Hard,24,13,0,57,9,3,3,1,67,82,58
6844,Clay,20.4,4,3,129,18,6,15,0,54,59,43
6845,Clay,26.5,4,2,57,10,0,2,1,72,66,79
6846,Hard,21.5,4,2,68,9,7,12,0,50,41,59
6847,Hard,30,6,1,100,14,7,10,1,74,64,44
6848,Clay,24,8,2,158,20,14,16,1,47,77,52
6849,Clay,21.8,0,2,88,10,8,12,0,66,52,61
6850,Clay,26.6,8,1,97,14,8,11,0,69,69,45
6851,Hard,23.1,6,2,58,12,0,0,1,60,94,71
6852,Hard,24.2,5,2,62,9,2,2,1,53,79,67
6853,Hard,29.8,3,4,92,11,7,10,0,60,64,48
6854,Hard,30.7,4,3,51,8,5,6,1,69,71,54
6855,Clay,27.9,3,6,119,15,10,14,0,65,68,44
6856,Clay,31,0,4,71,11,3,5,1,75,74,43
6857,Clay,22.4,7,4,76,12,2,8,0,63,60,42
6858,Clay,27.2,8,4,118,19,6,10,0,45,68,56
6859,Clay,26.6,4,3,104,15,7,10,1,69,68,55
6860,Clay,20.9,1,3,111,14,9,11,1,68,63,64
6861,Clay,27.4,1,2,92,15,7,9,0,62,70,64
6862,Hard,21.4,5,2,84,12,10,16,0,63,57,41
6863,Clay,27.1,3,6,133,16,13,18,0,62,66,49
6864,Hard,21,19,6,118,18,0,1,0,54,86,58
6865,Clay,22.5,3,6,97,15,8,10,1,74,68,68
6866,Hard,20.8,6,1,118,17,10,13,0,66,71,54
6867,Grass,27.2,12,0,93,16,3,3,1,68,83,67
6868,Hard,29.8,5,2,48,9,2,2,1,56,89,68
6869,Hard,26.8,5,3,57,7,10,14,0,58,67,24
